CustomerID,Recency,Frequency,Monetary,Cluster_Raw,Cluster,R_scaled,F_scaled,M_scaled
12346,530,11,372.86,3,Gold,0.6472833319553631,0.8769514395748774,-0.2231948321942339
12347,3,8,3309.37,1,Platinum,-1.2252659960740826,0.6473133678195304,0.9649259792627478
12348,249,2,118.19999999999999,0,Bronze,0.3587279863928917,-0.22963807175534695,-0.8459168480052165
12349,19,3,2685.44,2,Silver,-0.6087636294902878,0.0,0.8511532501012207
12350,311,1,274.0,0,Bronze,0.44359074044238017,-0.5532947556651122,-0.39050120730698973
12351,376,1,225.18,0,Bronze,0.5160807319685239,-0.5532947556651122,-0.4969722395746941
12352,37,9,1503.49,1,Platinum,-0.36289863726587396,0.7314158822675506,0.5353122174607569
12353,205,2,347.06,0,Bronze,0.28457448533777435,-0.22963807175534695,-0.2621498794284469
12354,233,1,668.5500000000001,3,Gold,0.33339284021892834,-0.5532947556651122,0.09425956733476903
12355,215,2,495.31,3,Gold,0.3027321242464316,-0.22963807175534695,-0.06884920670572842
12356,246,5,1429.74,3,Gold,0.35410353033640096,0.32365668390976515,0.5079305804486637
12357,34,2,4872.6900000000005,3,Gold,-0.3944003073798616,-0.22963807175534695,1.1756407123977113
12358,2,5,1247.22,2,Silver,-1.3354638962975345,0.32365668390976515,0.43358320108287696
12359,58,10,5565.28,1,Platinum,-0.19437333673537285,0.8074958608438627,1.2480281834019928
12360,53,6,2806.4900000000002,1,Platinum,-0.2282941103223884,0.44670524433488773,0.8751636875158482
12361,288,4,451.25,3,Gold,0.4142577708862354,0.17812112660243817,-0.11949465509738172
12362,4,10,4260.92,1,Platinum,-1.1397898640591078,0.8074958608438627,1.102569018557083
12363,110,2,194.28,0,Bronze,0.047714306158368955,-0.22963807175534695,-0.576998071598377
12364,8,3,682.38,2,Silver,-0.9146355619521664,0.0,0.10539764102426061
12365,292,1,307.94,0,Bronze,0.41952320716253433,-0.5532947556651122,-0.32710234239259434
12367,5,1,117.3,2,Silver,-1.0699507790131246,-0.5532947556651122,-0.8500456977662803
12368,629,1,318.3,0,Bronze,0.7127694785952846,-0.5532947556651122,-0.3091334359112352
12369,414,3,964.0500000000001,3,Gold,0.5528667281688463,0.0,0.2934156119718366
12370,52,7,2635.42,1,Platinum,-0.23545421519469298,0.5532947556651121,0.8409142031625504
12371,60,4,2984.25,3,Gold,-0.18160367235153863,0.17812112660243817,0.9086089407099
12372,72,3,598.8000000000001,3,Gold,-0.11281261657107146,0.0,0.03432896930363241
12373,312,3,880.85,3,Gold,0.44481651575268666,0.0,0.24429971382894963
12374,26,3,1522.18,2,Silver,-0.4938072276067984,0.0,0.5420381791036386
12375,11,2,315.1,2,Silver,-0.8044376617287146,-0.22963807175534695,-0.3146206833628452
12376,418,1,112.55,0,Bronze,0.5565411396297061,-0.5532947556651122,-0.8723708993448385
12377,316,4,2247.4,3,Gold,0.4496807647051427,0.17812112660243817,0.7541841551151909
12378,130,2,4294.97,3,Gold,0.11117383567517708,-0.22963807175534695,1.1069041354660167
12379,82,4,1325.22,3,Gold,-0.06363563841494821,0.17812112660243817,0.466604402875034
12380,22,8,4894.83,1,Platinum,-0.555227194461042,0.6473133678195304,1.1781098951780813
12381,5,5,1222.1200000000001,2,Silver,-1.0699507790131246,0.32365668390976515,0.4225168546308201
12383,185,5,915.78,3,Gold,0.2454533269966171,0.32365668390976515,0.26546184809722917
12384,29,2,368.72,2,Silver,-0.4534484124293297,-0.22963807175534695,-0.22926115106015774
12385,380,1,1337.3,3,Gold,0.5201235606051635,-0.5532947556651122,0.47154408532846115
12386,367,1,155.70000000000002,0,Bronze,0.506825274676598,-0.5532947556651122,-0.6969040043915096
12387,416,1,79.8,0,Bronze,0.5547083396853054,-0.5532947556651122,-1.0577398761619186
12388,16,8,2683.9100000000003,1,Platinum,-0.6710172298783336,0.6473133678195304,0.8508428969951043
12389,403,3,967.3299999999999,3,Gold,0.5425764902501999,0.0,0.2952640510633676
12390,80,1,313.3,0,Bronze,-0.07297889326143023,-0.5532947556651122,-0.31773172330352983
12391,22,5,1983.43,1,Platinum,-0.555227194461042,0.32365668390976515,0.6861486198985448
12392,592,1,55.35,0,Bronze,0.6895849465177739,-0.5532947556651122,-1.2540743378390085
12393,73,6,1796.1000000000001,3,Gold,-0.10760091090258887,0.44670524433488773,0.6321299950426611
12394,218,1,331.18,0,Bronze,0.3080157177742967,-0.5532947556651122,-0.2875897764962893
12395,20,15,2755.57,1,Platinum,-0.5900743396182883,1.1065895113302244,0.8651922718378265
12396,675,1,884.98,3,Gold,0.7397645736992869,-0.5532947556651122,0.24684512794402166
12397,36,2,1678.03,2,Silver,-0.37311402818699907,-0.22963807175534695,0.5951080905710039
12398,46,1,830.32,2,Silver,-0.281476029400742,-0.5532947556651122,0.21215401066396233
12399,120,7,998.4,3,Gold,0.08075671555037933,0.5532947556651121,0.3124692598991285
12400,415,1,184.85,0,Bronze,0.553788640665832,-0.5532947556651122,-0.6039615122344758
12401,304,1,32.85,0,Bronze,0.43489869423225624,-0.5532947556651122,-1.5317158360120977
12402,324,6,1124.15,3,Gold,0.45922778741137177,0.44670524433488773,0.37703424794705453
12403,50,2,160.4,2,Silver,-0.2501888955329656,-0.22963807175534695,-0.6808044483213187
12405,149,1,1186.8700000000001,3,Gold,0.163053954154465,-0.5532947556651122,0.4065858645938775
12406,23,5,2977.75,1,Platinum,-0.5389245444443046,0.32365668390976515,0.9074214670098889
12407,50,5,810.51,3,Gold,-0.2501888955329656,0.32365668390976515,0.1990150501483192
12408,33,8,2522.31,1,Platinum,-0.4055041125939236,0.6473133678195304,0.8170255472659915
12409,79,6,3006.31,3,Gold,-0.07773739492146804,0.44670524433488773,0.9126198531820479
12410,309,3,658.45,3,Gold,0.4411273592350438,0.0,0.08597913791131258
12411,410,1,287.2,0,Bronze,0.5491567286340684,-0.5532947556651122,-0.3649601464663009
12412,75,6,1436.89,3,Gold,-0.09738551998146396,0.44670524433488773,0.5106462724373129
12413,67,4,711.85,3,Gold,-0.1399909953095136,0.17812112660243817,0.12839806181758406
12414,218,3,264.45,0,Bronze,0.3080157177742967,0.0,-0.4097561027435762
12415,25,12,4177.87,1,Platinum,-0.5082638284718078,0.9408443783721279,1.0918484291713704
12416,657,1,202.56,0,Bronze,0.7294266445629143,-0.5532947556651122,-0.554375491301324
12417,4,20,4181.26,1,Platinum,-1.1397898640591078,1.3236566839097652,1.0922901855732259
12418,113,4,1807.08,3,Gold,0.05792969707949422,0.17812112660243817,0.6354483652508961
12419,386,2,269.75,0,Bronze,0.5261089082793118,-0.22963807175534695,-0.3989862116894961
12420,64,1,373.82,2,Silver,-0.1572745791724231,-0.5532947556651122,-0.22179774553602777
12421,16,6,717.94,2,Silver,-0.6710172298783336,0.44670524433488773,0.13303241035346075
12422,96,12,2347.55,1,Platinum,-0.003928798108388237,0.9408443783721279,0.7779251002558202
12423,1,10,1860.81,1,Platinum,-1.4907791133584927,0.8074958608438627,0.6514013861054837
12424,163,4,965.09,3,Gold,0.19723433768540444,0.17812112660243817,0.29400238173704857
12425,79,2,1267.83,3,Gold,-0.07773739492146804,-0.22963807175534695,0.442504826009797
12426,195,2,1171.68,3,Gold,0.2655131172844096,-0.22963807175534695,0.39957456265093577
12427,22,3,596.36,2,Silver,-0.555227194461042,0.0,0.03210828748944533
12428,26,7,4792.49,1,Platinum,-0.4938072276067984,0.5532947556651121,1.1666014575070967
12429,10,8,2731.39,1,Platinum,-0.8377677575462616,0.6473133678195304,0.8603925381004393
12430,44,1,158.52,0,Bronze,-0.2981331953683717,-0.5532947556651122,-0.6871872909922309
12431,36,24,6981.37,1,Platinum,-0.37311402818699907,1.4628317645351008,1.3715079333056168
12432,43,4,2327.78,3,Gold,-0.3067415229774418,0.17812112660243817,0.773319785162675
12433,1,10,6952.26,1,Platinum,-1.4907791133584927,0.8074958608438627,1.3692319748205
12434,85,3,1043.58,3,Gold,-0.05003464312701457,0.0,0.3365565772905964
12435,268,4,814.3,3,Gold,0.3867869022832951,0.17812112660243817,0.20155339876733822
12436,100,1,363.01,0,Bronze,0.011550255681379957,-0.5532947556651122,-0.23774038671195005
12437,2,37,6562.1,1,Platinum,-1.3354638962975345,1.7970612599687639,1.337772478556473
12438,15,2,1599.78,2,Silver,-0.6942397615052628,-0.22963807175534695,0.5691085192073573
12439,683,2,1051.18,3,Gold,0.744271148709272,-0.22963807175534695,0.34050582956699915
12440,463,2,699.4,3,Gold,0.595617916219479,-0.22963807175534695,0.11879942193461537
12441,367,1,124.05000000000001,0,Bronze,0.506825274676598,-0.5532947556651122,-0.8198161294458799
12442,4,1,75.48,2,Silver,-1.1397898640591078,-0.5532947556651122,-1.0876740725273857
12443,733,1,228.23000000000002,0,Bronze,0.7712960662631781,-0.5532947556651122,-0.48967511306193345
12444,22,5,2993.56,1,Platinum,-0.555227194461042,0.32365668390976515,0.9103052723109999
12445,23,2,318.98,2,Silver,-0.5389245444443046,-0.22963807175534695,-0.3079744822688255
12446,58,1,817.86,2,Silver,-0.19437333673537285,-0.5532947556651122,0.2039269806315199
12447,244,1,411.59000000000003,0,Bronze,0.35098924929938485,-0.5532947556651122,-0.16949462720913971
12448,45,1,242.60999999999999,2,Silver,-0.28971407717663195,-0.5532947556651122,-0.4565294487014872
12449,23,4,3451.02,1,Platinum,-0.5389245444443046,0.17812112660243817,0.9877518840267061
12450,174,4,506.22,3,Gold,0.22210205920393347,0.17812112660243817,-0.057003537315706294
12451,11,8,6866.2300000000005,1,Platinum,-0.8044376617287146,0.6473133678195304,1.3624496248259115
12452,17,1,320.57,2,Silver,-0.6491224446677566,-0.5532947556651122,-0.30527415992441026
12453,135,1,614.09,3,Gold,0.1255221219748964,-0.5532947556651122,0.04804225631284928
12454,57,1,164.2,0,Bronze,-0.200921435633751,-0.5532947556651122,-0.6681269044933156
12455,74,9,2941.81,1,Platinum,-0.10245916312994499,0.7314158822675506,0.9008085149041387
12456,45,3,1539.88,3,Gold,-0.28971407717663195,0.0,0.5483322109751146
12457,87,3,1298.03,3,Gold,-0.04122840569303163,0.0,0.4553193869588474
12458,72,4,1116.06,3,Gold,-0.11281261657107146,0.17812112660243817,0.373103074308041
12459,606,1,253.35,0,Bronze,0.6985232894123563,-0.5532947556651122,-0.43302634136011425
12460,457,1,205.45000000000002,0,Bronze,0.5906323214468823,-0.5532947556651122,-0.5466955360064596
12461,155,1,622.32,3,Gold,0.17807762315797018,-0.5532947556651122,0.05528311187519402
12462,19,2,689.9,2,Silver,-0.6087636294902878,-0.22963807175534695,0.11135968335089327
12463,54,4,1109.78,3,Gold,-0.22126539096246675,0.17812112660243817,0.3700317554759482
12464,11,7,212.5,2,Silver,-0.8044376617287146,0.5532947556651121,-0.528402725273704
12465,18,2,581.89,2,Silver,-0.628411754550284,-0.22963807175534695,0.018749581580508472
12467,424,1,101.3,0,Bronze,0.5619875032892562,-0.5532947556651122,-0.9292093570204747
12468,188,5,1916.13,3,Gold,0.2515823290724479,0.32365668390976515,0.6673525106878999
12469,523,1,931.3000000000001,3,Gold,0.6422000702439971,-0.5532947556651122,0.2746070715284069
12470,690,1,183.25,0,Bronze,0.7481713732449965,-0.5532947556651122,-0.6086718462989865
12471,3,69,17667.86,1,Platinum,-1.2252659960740826,2.2847106379326627,1.8772865108261985
12472,33,19,11209.95,1,Platinum,-0.4055041125939236,1.2847106379326625,1.6294608593778948
12473,54,3,1907.48,3,Gold,-0.22126539096246675,0.0,0.6648889443602322
12474,18,29,9126.380000000001,1,Platinum,-0.628411754550284,1.608367321842428,1.5174481804037432
12475,54,2,844.64,2,Silver,-0.22126539096246675,-0.22963807175534695,0.2214582093656191
12476,16,16,8337.06,1,Platinum,-0.6710172298783336,1.1549822427096075,1.4681742034543297
12477,23,9,12807.99,1,Platinum,-0.5389245444443046,0.7314158822675506,1.7020557114296735
12478,4,1,545.99,2,Silver,-1.1397898640591078,-0.5532947556651122,-0.01588073352851808
12479,12,1,383.59,2,Silver,-0.7737769457562178,-0.5532947556651122,-0.2077796078806268
12480,29,7,3333.36,1,Platinum,-0.4534484124293297,0.5532947556651121,0.9688596943568667
12481,23,14,4581.59,1,Platinum,-0.5389245444443046,1.0550725661773155,1.1420895763845935
12482,601,3,183.60000000000002,0,Bronze,0.6953549135522317,0.0,-0.6076379749675406
12483,18,16,2230.9,1,Platinum,-0.628411754550284,1.1549822427096075,0.7501715454184931
12484,36,9,4350.85,1,Platinum,-0.37311402818699907,0.7314158822675506,1.1139446420111092
12485,530,1,555.9,0,Bronze,0.6472833319553631,-0.5532947556651122,-0.006099184668167755
12486,432,1,710.1,3,Gold,0.5691309169718763,-0.5532947556651122,0.12705902772881358
12488,10,3,870.08,2,Silver,-0.8377677575462616,0.0,0.23760542108536795
12489,337,1,197.25,0,Bronze,0.4742514564148769,-0.5532947556651122,-0.5687749832669801
12490,6,20,7093.68,1,Platinum,-1.0109026739636562,1.3236566839097652,1.380200821518869
12491,39,1,335.15000000000003,2,Silver,-0.3432505122058779,-0.5532947556651122,-0.2811175640437841
12492,64,3,496.06,2,Silver,-0.1572745791724231,0.0,-0.06802658832024183
12493,166,2,332.91,0,Bronze,0.20417811315816187,-0.22963807175534695,-0.28475993394959065
12494,16,9,1276.15,1,Platinum,-0.6710172298783336,0.7314158822675506,0.4460653834014734
12495,641,1,277.4,0,Bronze,0.719997135616181,-0.5532947556651122,-0.3838070897840913
12496,621,2,45.34,0,Bronze,0.7078741473365078,-0.22963807175534695,-1.3606198771064177
12498,22,3,349.70000000000005,2,Silver,-0.555227194461042,0.0,-0.25803339892321714
12499,561,1,304.08,0,Bronze,0.6690177762437174,-0.5532947556651122,-0.33395183836071246
12500,50,14,1379.42,1,Platinum,-0.2501888955329656,1.0550725661773155,0.48842541831398684
12501,337,1,1592.3,3,Gold,0.4742514564148769,-0.5532947556651122,0.5665569655347951
12502,96,5,2002.72,3,Gold,-0.003928798108388237,0.32365668390976515,0.6914186395656958
12504,31,2,216.6,2,Silver,-0.42872664422085277,-0.22963807175534695,-0.5180401658419337
12505,409,1,653.6,3,Gold,0.5482235869847893,-0.5532947556651122,0.08195771335084424
12506,233,1,73.5,0,Bronze,0.33339284021892834,-0.5532947556651122,-1.1019636298322102
12507,135,4,516.0,3,Gold,0.1255221219748964,0.17812112660243817,-0.04659938004246714
12508,27,2,397.88,2,Silver,-0.47987643939483643,-0.22963807175534695,-0.18790465399118578
12509,285,1,158.5,0,Bronze,0.41026064462483297,-0.5532947556651122,-0.6872555972026162
12510,143,7,2212.11,3,Gold,0.14741690718547343,0.5532947556651121,0.7455657490765079
12511,429,1,2427.25,3,Gold,0.5664677234567803,-0.5532947556651122,0.7961057614684146
12512,67,2,121.68,0,Bronze,-0.1399909953095136,-0.22963807175534695,-0.8302400501591731
12513,113,1,404.84,0,Bronze,0.05792969707949422,-0.5532947556651122,-0.178480912161108
12514,268,2,1357.06,3,Gold,0.3867869022832951,-0.22963807175534695,0.47952890192283065
12515,354,1,181.4,0,Bronze,0.4930486641514013,-0.5532947556651122,-0.6141694297509567
12516,78,4,788.88,3,Gold,-0.08255575351694985,0.17812112660243817,0.1842975541618868
12517,29,4,2291.65,3,Gold,-0.4534484124293297,0.17812112660243817,0.7648015713590887
12518,1,5,1519.39,2,Silver,-1.4907791133584927,0.32365668390976515,0.5410394007160646
12519,64,2,583.82,2,Silver,-0.1572745791724231,-0.22963807175534695,0.020550403677134912
12520,80,5,1913.3600000000001,3,Gold,-0.07297889326143023,0.32365668390976515,0.6665648117602776
12521,143,1,530.73,0,Bronze,0.14741690718547343,-0.5532947556651122,-0.031295000677681026
12522,40,2,133.76,2,Silver,-0.33379189688341554,-0.22963807175534695,-0.7790768072216814
12523,20,23,3090.14,1,Platinum,-0.5900743396182883,1.4302461952399896,0.9275979095603339
12524,10,11,2013.1,1,Platinum,-0.8377677575462616,0.8769514395748774,0.6942334940546764
12525,499,3,783.0,3,Gold,0.6242411036773017,0.0,0.18022697845956046
12526,1,3,1091.92,2,Silver,-1.4907791133584927,0.0,0.36120122898431456
12527,82,5,364.23,3,Gold,-0.06363563841494821,0.32365668390976515,-0.23591759158298273
12528,10,6,1059.63,2,Silver,-0.8377677575462616,0.44670524433488773,0.3448634227884271
12529,529,1,252.48000000000002,0,Bronze,0.6465612686735117,-0.5532947556651122,-0.4348929334892363
12530,60,9,2188.37,1,Platinum,-0.18160367235153863,0.7314158822675506,0.7396903734354172
12531,15,2,1519.6,2,Silver,-0.6942397615052628,-0.22963807175534695,0.5411146413436408
12532,31,1,304.47,2,Silver,-0.42872664422085277,-0.5532947556651122,-0.3332558667312632
12533,628,2,905.2900000000001,3,Gold,0.71216097257757,-0.22963807175534695,0.2591924616218967
12534,131,1,759.13,3,Gold,0.11408681136792621,-0.5532947556651122,0.16338274462530464
12535,92,2,624.35,3,Gold,-0.020059790287792888,-0.22963807175534695,0.057054431151108746
12536,60,1,3191.59,3,Gold,-0.18160367235153863,-0.5532947556651122,0.94519011870605
12537,409,1,562.4300000000001,0,Bronze,0.5482235869847893,-0.5532947556651122,0.0002514954755712572
12538,30,2,443.79,2,Silver,-0.44088812463316107,-0.22963807175534695,-0.12855584299875036
12539,23,7,7938.900000000001,1,Platinum,-0.5389245444443046,0.5532947556651121,1.4415183623313954
12540,20,31,10556.710000000001,1,Platinum,-0.5900743396182883,1.6598842669953369,1.596755449902296
12541,30,3,560.8199999999999,2,Silver,-0.44088812463316107,0.0,-0.0013074296497990977
12542,485,2,251.07,0,Bronze,0.6133625583683476,-0.22963807175534695,-0.437931748268466
12543,449,1,514.0,0,Bronze,0.5838822884998331,-0.5532947556651122,-0.048710918268186444
12544,37,1,316.7,2,Silver,-0.36289863726587396,-0.5532947556651122,-0.31187015089212644
12545,76,2,588.2,2,Silver,-0.09237820086701533,-0.22963807175534695,0.024615293099720714
12546,47,2,986.08,2,Silver,-0.2734114271598946,-0.22963807175534695,0.30571185122233263
12547,281,2,141.9,0,Bronze,0.4048654222290361,-0.22963807175534695,-0.7471258659908694
12548,167,1,67.19999999999999,0,Bronze,0.20646501223494154,-0.5532947556651122,-1.1500970898255114
12549,576,5,386.72,3,Gold,0.6791075902428337,0.32365668390976515,-0.20336387124675365
12550,80,1,739.7,2,Silver,-0.07297889326143023,-0.5532947556651122,0.14927642665265803
12551,358,1,168.0,0,Bronze,0.4973406357488674,-0.5532947556651122,-0.6557376842294583
12552,40,1,221.47,2,Silver,-0.33379189688341554,-0.5532947556651122,-0.5059822282023294
12553,9,12,3463.75,1,Platinum,-0.8742767467746977,0.9408443783721279,0.989757157761233
12554,449,1,313.54,0,Bronze,0.5838822884998331,-0.5532947556651122,-0.31731589005628263
12556,51,2,543.33,2,Silver,-0.24275071118739783,-0.22963807175534695,-0.018536430316051098
12558,8,1,94.76,2,Silver,-0.9146355619521664,-0.5532947556651122,-0.9651997838339751
12559,320,1,290.45,0,Bronze,0.45448401833177093,-0.5532947556651122,-0.3588511457276082
12560,6,2,1658.1200000000001,2,Silver,-1.0109026739636562,-0.22963807175534695,0.5886095076026149
12561,303,1,196.85,0,Bronze,0.43364071458735604,-0.5532947556651122,-0.5698752637323158
12562,9,9,3455.1,1,Platinum,-0.8742767467746977,0.7314158822675506,0.9883953838714428
12563,409,1,221.24,0,Bronze,0.5482235869847893,-0.5532947556651122,-0.5065457349038696
12564,262,1,352.05,0,Bronze,0.37814620980093494,-0.5532947556651122,-0.25439509332616383
12565,289,1,145.92000000000002,0,Bronze,0.41558093095004384,-0.5532947556651122,-0.7320120663251215
12566,87,1,147.15,0,Bronze,-0.04122840569303163,-0.5532947556651122,-0.7274702384004399
12567,23,15,8726.01,1,Platinum,-0.5389245444443046,1.1065895113302244,1.4930117690716571
12568,645,1,20.2,0,Bronze,0.722376363498695,-0.5532947556651122,-1.7866372129054418
12569,3,30,2474.89,1,Platinum,-1.2252659960740826,1.6345413257422818,0.8066902691049799
12571,40,2,330.97,2,Silver,-0.33379189688341554,-0.22963807175534695,-0.2879342860247318
12572,9,2,704.1700000000001,2,Silver,-0.8742767467746977,-0.22963807175534695,0.12249698570656739
12573,228,5,615.96,3,Gold,0.3251192041624723,0.32365668390976515,0.04969597530036676
12574,316,1,162.55,0,Bronze,0.4496807647051427,-0.5532947556651122,-0.6735954261371817
12575,458,2,525.47,3,Gold,0.5914677731577705,-0.22963807175534695,-0.03671088861688011
12576,36,8,1829.29,1,Platinum,-0.37311402818699907,0.6473133678195304,0.6420994915824462
12577,36,8,1467.16,1,Platinum,-0.37311402818699907,0.6473133678195304,0.5219956789517199
12578,22,4,3069.26,1,Platinum,-0.555227194461042,0.17812112660243817,0.9239055765881913
12579,79,1,318.92,0,Bronze,-0.07773739492146804,-0.5532947556651122,-0.3080766437656491
12580,247,2,936.2,3,Gold,0.3556512272200689,-0.22963807175534695,0.2774628184080934
12581,40,1,159.26,0,Bronze,-0.33379189688341554,-0.5532947556651122,-0.6846659632484227
12582,239,4,1405.79,3,Gold,0.3430909394239001,0.17812112660243817,0.4987340613875137
12583,3,27,6562.07,1,Platinum,-1.2252659960740826,1.553294755665112,1.3377699883730598
12584,4,8,1771.1000000000001,1,Platinum,-1.1397898640591078,0.6473133678195304,0.624498241574071
12585,235,2,1129.85,3,Gold,0.33665289783344715,-0.22963807175534695,0.37978711216233374
12586,18,4,1455.66,2,Silver,-0.628411754550284,0.17812112660243817,0.5177116831112181
12587,8,1,104.0,2,Silver,-0.9146355619521664,-0.5532947556651122,-0.9150175686035144
12588,40,3,432.05,2,Silver,-0.33379189688341554,0.0,-0.14312809693978673
12589,29,6,2227.61,1,Platinum,-0.4534484124293297,0.44670524433488773,0.7493679090818738
12590,212,1,429.3,0,Bronze,0.2973746319129746,-0.5532947556651122,-0.14659862352175435
12591,318,3,847.65,3,Gold,0.45208992017847993,0.0,0.2233938615002263
12592,93,4,756.44,3,Gold,-0.015962912116332044,0.17812112660243817,0.16145143409650767
12593,109,3,382.1,3,Gold,0.04424772632194325,0.0,-0.20989430919959115
12594,47,12,3736.6400000000003,1,Platinum,-0.2734114271598946,0.9408443783721279,1.0310587734588346
12595,505,1,157.32,0,Bronze,0.628810395920009,-0.5532947556651122,-0.6913008986088958
12596,52,2,226.19,2,Silver,-0.23545421519469298,-0.22963807175534695,-0.49454497331421254
12597,20,4,2438.43,1,Platinum,-0.5900743396182883,0.17812112660243817,0.7986082301617321
12598,10,10,2960.59,1,Platinum,-0.8377677575462616,0.8074958608438627,0.9042740427022725
12599,30,13,1002.1,1,Platinum,-0.44088812463316107,0.9999999999999998,0.31448241761258916
12600,29,20,3821.38,1,Platinum,-0.4534484124293297,1.3236566839097652,1.0432720393055273
12601,190,6,367.01,3,Gold,0.2556145184896223,0.44670524433488773,-0.23178665208772217
12602,59,1,129.22,0,Bronze,-0.18793529514491986,-0.5532947556651122,-0.7977463363449437
12603,22,1,0.0,0,Bronze,-0.555227194461042,-0.5532947556651122,-3.4503843110276082
12604,80,2,150.98,0,Bronze,-0.07297889326143023,-0.22963807175534695,-0.7135655568243716
12605,377,3,902.02,3,Gold,0.5170954463568579,0.0,0.25722329100004493
12607,61,1,1215.46,2,Silver,-0.17537500734875106,-0.5532947556651122,0.4195423931467299
12608,405,1,159.95000000000002,0,Bronze,0.5444681210454952,-0.5532947556651122,-0.6823254623765143
12609,79,9,2658.77,1,Platinum,-0.07773739492146804,0.7314158822675506,0.845717885140926
12610,23,4,1178.14,2,Silver,-0.5389245444443046,0.17812112660243817,0.4025673622487754
12611,53,1,902.0600000000001,2,Silver,-0.2282941103223884,-0.5532947556651122,0.2572474217663592
12612,75,1,558.0,2,Silver,-0.09738551998146396,-0.5532947556651122,-0.004048765582262033
12613,58,9,5202.2300000000005,1,Platinum,-0.19437333673537285,0.7314158822675506,1.211284456996877
12614,278,1,265.85,0,Bronze,0.40076854405757495,-0.5532947556651122,-0.40689046903735737
12615,3,8,3887.9100000000003,1,Platinum,-1.2252659960740826,0.6473133678195304,1.0526725050098749
12616,96,3,872.5,3,Gold,-0.003928798108388237,0.0,0.2391167982669364
12617,30,1,333.08,2,Silver,-0.44088812463316107,-0.5532947556651122,-0.28448264850329463
12618,22,1,116.31,2,Silver,-0.555227194461042,-0.5532947556651122,-0.8546238701061983
12619,17,9,665.89,2,Silver,-0.6491224446677566,0.7314158822675506,0.09209096035961735
12620,15,3,1003.1800000000001,2,Silver,-0.6942397615052628,0.0,0.3150686420869077
12621,2,34,10858.31,1,Platinum,-1.3354638962975345,1.7314158822675505,1.612099821651414
12622,233,1,123.85,0,Bronze,0.33339284021892834,-0.5532947556651122,-0.8206881203166689
12623,277,7,2613.62,3,Gold,0.39939312262434723,0.5532947556651121,0.8363908367591674
12624,107,2,499.98,3,Gold,0.0372190069620216,-0.22963807175534695,-0.06374713337259386
12625,212,4,2028.46,3,Gold,0.2973746319129746,0.17812112660243817,0.6983723233913413
12626,24,9,4348.93,1,Platinum,-0.523287497475313,0.7314158822675506,1.1137042382585467
12627,11,6,3570.66,1,Platinum,-0.8044376617287146,0.44670524433488773,1.0063129024712643
12628,5,3,581.96,2,Silver,-1.0699507790131246,0.0,0.018815000515467584
12629,386,2,315.2,0,Bronze,0.5261089082793118,-0.22963807175534695,-0.31444836763146583
12630,10,2,875.5,2,Silver,-0.8377677575462616,-0.22963807175534695,0.24098460414307138
12631,58,6,2956.9700000000003,1,Platinum,-0.19437333673537285,0.44670524433488773,0.9036077465524887
12632,521,2,376.06,0,Bronze,0.6407352330569853,-0.22963807175534695,-0.21855174283878287
12633,59,7,4147.89,1,Platinum,-0.18793529514491986,0.5532947556651121,1.0879260153555124
12634,549,1,130.8,0,Bronze,0.6607500929057378,-0.5532947556651122,-0.7911761753058983
12635,90,4,2313.02,3,Gold,-0.028387389076971702,0.17812112660243817,0.7698559600962047
12637,68,12,7153.03,1,Platinum,-0.13439886011567378,0.9408443783721279,1.3847391486071619
